,Date,DayOfTheWeek,Time,NumberOfPeople,Longitude,Latitude
1381,2017-01-23,1,9:30,2,-79.90675999999999,43.6533
1382,2017-01-24,2,10,2,-79.90675999999999,43.6533
1383,2017-01-24,2,10:30,3,-79.90675999999999,43.6533
1384,2017-01-24,2,11,7,-79.90675999999999,43.6533
1385,2017-01-24,2,11:30,5,-79.90675999999999,43.6533
1386,2017-01-24,2,12,7,-79.90675999999999,43.6533
1387,2017-01-24,2,12:30,4,-79.90675999999999,43.6533
1388,2017-01-24,2,13,6,-79.90675999999999,43.6533
1389,2017-01-24,2,13:30,4,-79.90675999999999,43.6533
1390,2017-01-24,2,14,4,-79.90675999999999,43.6533
1391,2017-01-24,2,14:30,1,-79.90675999999999,43.6533
1392,2017-01-24,2,15,3,-79.90675999999999,43.6533
1393,2017-01-24,2,16,4,-79.90675999999999,43.6533
1394,2017-01-24,2,16:30,1,-79.90675999999999,43.6533
1395,2017-01-24,2,17,1,-79.90675999999999,43.6533
1396,2017-01-24,2,8:30,3,-79.90675999999999,43.6533
1397,2017-01-24,2,9,4,-79.90675999999999,43.6533
1398,2017-01-25,3,10:30,4,-79.90675999999999,43.6533
1399,2017-01-25,3,11,3,-79.90675999999999,43.6533
1400,2017-01-25,3,11:30,2,-79.90675999999999,43.6533
1401,2017-01-25,3,12,2,-79.90675999999999,43.6533
1402,2017-01-25,3,12:30,7,-79.90675999999999,43.6533
1403,2017-01-25,3,13,1,-79.90675999999999,43.6533
1404,2017-01-25,3,13:30,2,-79.90675999999999,43.6533
1405,2017-01-25,3,14,1,-79.90675999999999,43.6533
1406,2017-01-25,3,14:30,5,-79.90675999999999,43.6533
1407,2017-01-25,3,15,5,-79.90675999999999,43.6533
1408,2017-01-25,3,15:30,1,-79.90675999999999,43.6533
1409,2017-01-25,3,16:30,1,-79.90675999999999,43.6533
1410,2017-01-25,3,8:30,4,-79.90675999999999,43.6533
1411,2017-01-25,3,9,1,-79.90675999999999,43.6533
1412,2017-01-25,3,9:30,2,-79.90675999999999,43.6533
1413,2017-01-26,4,10:30,2,-79.90675999999999,43.6533
1414,2017-01-26,4,11,9,-79.90675999999999,43.6533
1415,2017-01-26,4,11:30,2,-79.90675999999999,43.6533
1416,2017-01-26,4,12,6,-79.90675999999999,43.6533
1417,2017-01-26,4,12:30,4,-79.90675999999999,43.6533
1418,2017-01-26,4,13,3,-79.90675999999999,43.6533
1419,2017-01-26,4,13:30,5,-79.90675999999999,43.6533
1420,2017-01-26,4,14,3,-79.90675999999999,43.6533
1421,2017-01-26,4,14:30,1,-79.90675999999999,43.6533
1422,2017-01-26,4,15,3,-79.90675999999999,43.6533
1423,2017-01-26,4,15:30,2,-79.90675999999999,43.6533
1424,2017-01-26,4,16:30,2,-79.90675999999999,43.6533
1425,2017-01-26,4,8:30,2,-79.90675999999999,43.6533
1426,2017-01-26,4,9,1,-79.90675999999999,43.6533
1427,2017-01-26,4,9:30,5,-79.90675999999999,43.6533
1428,2017-01-27,5,10,1,-79.90675999999999,43.6533
1429,2017-01-27,5,10:30,6,-79.90675999999999,43.6533
1430,2017-01-27,5,11,7,-79.90675999999999,43.6533
1431,2017-01-27,5,11:30,3,-79.90675999999999,43.6533
1432,2017-01-27,5,12,11,-79.90675999999999,43.6533
1433,2017-01-27,5,12:30,3,-79.90675999999999,43.6533
1434,2017-01-27,5,13,4,-79.90675999999999,43.6533
1435,2017-01-27,5,13:30,6,-79.90675999999999,43.6533
1436,2017-01-27,5,14,5,-79.90675999999999,43.6533
1437,2017-01-27,5,14:30,2,-79.90675999999999,43.6533
1438,2017-01-27,5,15,4,-79.90675999999999,43.6533
1439,2017-01-27,5,15:30,1,-79.90675999999999,43.6533
1440,2017-01-27,5,16,2,-79.90675999999999,43.6533
1441,2017-01-27,5,16:30,3,-79.90675999999999,43.6533
1442,2017-01-27,5,17,1,-79.90675999999999,43.6533
1443,2017-01-27,5,20,1,-79.90675999999999,43.6533
1444,2017-01-27,5,8,1,-79.90675999999999,43.6533
1445,2017-01-27,5,8:30,3,-79.90675999999999,43.6533
1446,2017-01-27,5,9,3,-79.90675999999999,43.6533
1447,2017-01-27,5,9:30,5,-79.90675999999999,43.6533
1448,2017-01-28,6,10,7,-79.90675999999999,43.6533
1449,2017-01-28,6,10:30,9,-79.90675999999999,43.6533
1450,2017-01-28,6,11,14,-79.90675999999999,43.6533
1451,2017-01-28,6,11:30,10,-79.90675999999999,43.6533
1452,2017-01-28,6,12,8,-79.90675999999999,43.6533
1453,2017-01-28,6,12:30,4,-79.90675999999999,43.6533
1454,2017-01-28,6,13,5,-79.90675999999999,43.6533
1455,2017-01-28,6,13:30,7,-79.90675999999999,43.6533
1456,2017-01-28,6,14,5,-79.90675999999999,43.6533
1457,2017-01-28,6,14:30,3,-79.90675999999999,43.6533
1458,2017-01-28,6,15,7,-79.90675999999999,43.6533
1459,2017-01-28,6,15:30,5,-79.90675999999999,43.6533
1460,2017-01-28,6,16,3,-79.90675999999999,43.6533
1461,2017-01-28,6,16:30,2,-79.90675999999999,43.6533
1462,2017-01-28,6,8:30,2,-79.90675999999999,43.6533
1463,2017-01-28,6,9,5,-79.90675999999999,43.6533
1464,2017-01-28,6,9:30,9,-79.90675999999999,43.6533
1465,2017-01-29,0,10,2,-79.90675999999999,43.6533
1466,2017-01-29,0,10:30,3,-79.90675999999999,43.6533
1467,2017-01-29,0,11,7,-79.90675999999999,43.6533
1468,2017-01-29,0,11:30,6,-79.90675999999999,43.6533
1469,2017-01-29,0,12,6,-79.90675999999999,43.6533
1470,2017-01-29,0,12:30,6,-79.90675999999999,43.6533
1471,2017-01-29,0,13,1,-79.90675999999999,43.6533
1472,2017-01-29,0,13:30,3,-79.90675999999999,43.6533
1473,2017-01-29,0,14,4,-79.90675999999999,43.6533
1474,2017-01-29,0,14:30,3,-79.90675999999999,43.6533
1475,2017-01-29,0,15,3,-79.90675999999999,43.6533
1476,2017-01-29,0,15:30,2,-79.90675999999999,43.6533
1477,2017-01-29,0,16,3,-79.90675999999999,43.6533
1478,2017-01-29,0,16:30,1,-79.90675999999999,43.6533
1479,2017-01-29,0,8:30,1,-79.90675999999999,43.6533
1480,2017-01-29,0,9,2,-79.90675999999999,43.6533
1481,2017-01-29,0,9:30,2,-79.90675999999999,43.6533
1482,2017-01-30,1,10,1,-79.90675999999999,43.6533
1483,2017-01-30,1,11,4,-79.90675999999999,43.6533
1484,2017-01-30,1,11:30,1,-79.90675999999999,43.6533
1485,2017-01-30,1,12,3,-79.90675999999999,43.6533
1486,2017-01-30,1,12:30,4,-79.90675999999999,43.6533
1487,2017-01-30,1,13,3,-79.90675999999999,43.6533
1488,2017-01-30,1,13:30,1,-79.90675999999999,43.6533
1489,2017-01-30,1,14,3,-79.90675999999999,43.6533
1490,2017-01-30,1,14:30,4,-79.90675999999999,43.6533
1491,2017-01-30,1,15,2,-79.90675999999999,43.6533
1492,2017-01-30,1,15:30,3,-79.90675999999999,43.6533
1493,2017-01-30,1,16,1,-79.90675999999999,43.6533
1494,2017-01-30,1,16:30,2,-79.90675999999999,43.6533
1495,2017-01-30,1,8:30,2,-79.90675999999999,43.6533
1496,2017-01-30,1,9,1,-79.90675999999999,43.6533
1497,2017-01-30,1,9:30,4,-79.90675999999999,43.6533
1498,2017-01-31,2,10,3,-79.90675999999999,43.6533
1499,2017-01-31,2,10:30,6,-79.90675999999999,43.6533
1500,2017-01-31,2,11,3,-79.90675999999999,43.6533
1501,2017-01-31,2,11:30,7,-79.90675999999999,43.6533
1502,2017-01-31,2,12,3,-79.90675999999999,43.6533
1503,2017-01-31,2,12:30,2,-79.90675999999999,43.6533
1504,2017-01-31,2,13,6,-79.90675999999999,43.6533
1505,2017-01-31,2,13:30,6,-79.90675999999999,43.6533
1506,2017-01-31,2,14:30,1,-79.90675999999999,43.6533
1507,2017-01-31,2,15,4,-79.90675999999999,43.6533
1508,2017-01-31,2,16,2,-79.90675999999999,43.6533
1509,2017-01-31,2,16:30,1,-79.90675999999999,43.6533
1510,2017-01-31,2,17,3,-79.90675999999999,43.6533
1511,2017-01-31,2,9,4,-79.90675999999999,43.6533
1512,2017-01-31,2,9:30,5,-79.90675999999999,43.6533
1513,2017-02-01,3,10,2,-79.90675999999999,43.6533
1514,2017-02-01,3,10:30,8,-79.90675999999999,43.6533
1515,2017-02-01,3,11,2,-79.90675999999999,43.6533
1516,2017-02-01,3,11:30,4,-79.90675999999999,43.6533
1517,2017-02-01,3,12,2,-79.90675999999999,43.6533
1518,2017-02-01,3,12:30,2,-79.90675999999999,43.6533
1519,2017-02-01,3,13,1,-79.90675999999999,43.6533
1520,2017-02-01,3,13:30,7,-79.90675999999999,43.6533
1521,2017-02-01,3,14,2,-79.90675999999999,43.6533
1522,2017-02-01,3,14:30,6,-79.90675999999999,43.6533
1523,2017-02-01,3,15,3,-79.90675999999999,43.6533
1524,2017-02-01,3,15:30,5,-79.90675999999999,43.6533
1525,2017-02-01,3,16,3,-79.90675999999999,43.6533
1526,2017-02-01,3,16:30,1,-79.90675999999999,43.6533
1527,2017-02-01,3,17,2,-79.90675999999999,43.6533
1528,2017-02-01,3,8:30,2,-79.90675999999999,43.6533
1529,2017-02-01,3,9,2,-79.90675999999999,43.6533
1530,2017-02-01,3,9:30,2,-79.90675999999999,43.6533
1531,2017-02-02,4,10,3,-79.90675999999999,43.6533
1532,2017-02-02,4,10:30,1,-79.90675999999999,43.6533
1533,2017-02-02,4,11,6,-79.90675999999999,43.6533
1534,2017-02-02,4,11:30,2,-79.90675999999999,43.6533
1535,2017-02-02,4,12,2,-79.90675999999999,43.6533
1536,2017-02-02,4,12:30,3,-79.90675999999999,43.6533
1537,2017-02-02,4,13,2,-79.90675999999999,43.6533
1538,2017-02-02,4,13:30,1,-79.90675999999999,43.6533
1539,2017-02-02,4,14,7,-79.90675999999999,43.6533
1540,2017-02-02,4,14:30,3,-79.90675999999999,43.6533
1541,2017-02-02,4,15,3,-79.90675999999999,43.6533
1542,2017-02-02,4,15:30,4,-79.90675999999999,43.6533
1543,2017-02-02,4,16,3,-79.90675999999999,43.6533
1544,2017-02-02,4,16:30,1,-79.90675999999999,43.6533
1545,2017-02-02,4,17:30,1,-79.90675999999999,43.6533
1546,2017-02-02,4,8:30,1,-79.90675999999999,43.6533
1547,2017-02-02,4,9,4,-79.90675999999999,43.6533
1548,2017-02-02,4,9:30,2,-79.90675999999999,43.6533
1549,2017-02-03,5,10,1,-79.90675999999999,43.6533
1550,2017-02-03,5,10:30,6,-79.90675999999999,43.6533
1551,2017-02-03,5,11,7,-79.90675999999999,43.6533
1552,2017-02-03,5,11:30,6,-79.90675999999999,43.6533
1553,2017-02-03,5,12,7,-79.90675999999999,43.6533
1554,2017-02-03,5,12:30,2,-79.90675999999999,43.6533
1555,2017-02-03,5,13,3,-79.90675999999999,43.6533
1556,2017-02-03,5,13:30,3,-79.90675999999999,43.6533
1557,2017-02-03,5,14,2,-79.90675999999999,43.6533
1558,2017-02-03,5,14:30,4,-79.90675999999999,43.6533
1559,2017-02-03,5,15,3,-79.90675999999999,43.6533
1560,2017-02-03,5,15:30,4,-79.90675999999999,43.6533
1561,2017-02-03,5,16,2,-79.90675999999999,43.6533
1562,2017-02-03,5,16:30,4,-79.90675999999999,43.6533
1563,2017-02-03,5,17,1,-79.90675999999999,43.6533
1564,2017-02-03,5,8:30,2,-79.90675999999999,43.6533
1565,2017-02-03,5,9,5,-79.90675999999999,43.6533
1566,2017-02-03,5,9:30,2,-79.90675999999999,43.6533
1567,2017-02-04,6,10,6,-79.90675999999999,43.6533
1568,2017-02-04,6,10:30,8,-79.90675999999999,43.6533
1569,2017-02-04,6,11,6,-79.90675999999999,43.6533
1570,2017-02-04,6,11:30,11,-79.90675999999999,43.6533
1571,2017-02-04,6,12,10,-79.90675999999999,43.6533
1572,2017-02-04,6,12:30,8,-79.90675999999999,43.6533
1573,2017-02-04,6,13,5,-79.90675999999999,43.6533
1574,2017-02-04,6,13:30,3,-79.90675999999999,43.6533
1575,2017-02-04,6,14,3,-79.90675999999999,43.6533
1576,2017-02-04,6,14:30,8,-79.90675999999999,43.6533
1577,2017-02-04,6,15,3,-79.90675999999999,43.6533
1578,2017-02-04,6,15:30,7,-79.90675999999999,43.6533
1579,2017-02-04,6,16,4,-79.90675999999999,43.6533
1580,2017-02-04,6,16:30,4,-79.90675999999999,43.6533
1581,2017-02-04,6,17,1,-79.90675999999999,43.6533
1582,2017-02-04,6,18,4,-79.90675999999999,43.6533
1583,2017-02-04,6,18:30,8,-79.90675999999999,43.6533
1584,2017-02-04,6,19,14,-79.90675999999999,43.6533
1585,2017-02-04,6,19:30,6,-79.90675999999999,43.6533
1586,2017-02-04,6,20,6,-79.90675999999999,43.6533
1587,2017-02-04,6,20:30,2,-79.90675999999999,43.6533
1588,2017-02-04,6,7:30,1,-79.90675999999999,43.6533
1589,2017-02-04,6,8:30,1,-79.90675999999999,43.6533
1590,2017-02-04,6,9,3,-79.90675999999999,43.6533
1591,2017-02-04,6,9:30,7,-79.90675999999999,43.6533
1592,2017-02-05,0,10,4,-79.90675999999999,43.6533
1593,2017-02-05,0,10:30,3,-79.90675999999999,43.6533
1594,2017-02-05,0,11,2,-79.90675999999999,43.6533
1595,2017-02-05,0,11:30,4,-79.90675999999999,43.6533
1596,2017-02-05,0,12,6,-79.90675999999999,43.6533
1597,2017-02-05,0,12:30,4,-79.90675999999999,43.6533
1598,2017-02-05,0,13,4,-79.90675999999999,43.6533
1599,2017-02-05,0,13:30,3,-79.90675999999999,43.6533
1600,2017-02-05,0,14,4,-79.90675999999999,43.6533
1601,2017-02-05,0,14:30,5,-79.90675999999999,43.6533
1602,2017-02-05,0,15,3,-79.90675999999999,43.6533
1603,2017-02-05,0,15:30,5,-79.90675999999999,43.6533
1604,2017-02-05,0,9,1,-79.90675999999999,43.6533
1605,2017-02-05,0,9:30,4,-79.90675999999999,43.6533
1606,2017-02-06,1,10,4,-79.90675999999999,43.6533
1607,2017-02-06,1,10:30,5,-79.90675999999999,43.6533
1608,2017-02-06,1,11:30,5,-79.90675999999999,43.6533
1609,2017-02-06,1,12,3,-79.90675999999999,43.6533
1610,2017-02-06,1,12:30,5,-79.90675999999999,43.6533
1611,2017-02-06,1,13,5,-79.90675999999999,43.6533
1612,2017-02-06,1,13:30,2,-79.90675999999999,43.6533
1613,2017-02-06,1,14,5,-79.90675999999999,43.6533
1614,2017-02-06,1,14:30,3,-79.90675999999999,43.6533
1615,2017-02-06,1,15,3,-79.90675999999999,43.6533
1616,2017-02-06,1,15:30,9,-79.90675999999999,43.6533
1617,2017-02-06,1,16,1,-79.90675999999999,43.6533
1618,2017-02-06,1,16:30,1,-79.90675999999999,43.6533
1619,2017-02-06,1,17,2,-79.90675999999999,43.6533
1620,2017-02-06,1,8,1,-79.90675999999999,43.6533
1621,2017-02-06,1,8:30,2,-79.90675999999999,43.6533
1622,2017-02-06,1,9,3,-79.90675999999999,43.6533
1623,2017-02-06,1,9:30,5,-79.90675999999999,43.6533
1624,2017-02-07,2,10,4,-79.90675999999999,43.6533
1625,2017-02-07,2,10:30,5,-79.90675999999999,43.6533
1626,2017-02-07,2,11,4,-79.90675999999999,43.6533
1627,2017-02-07,2,11:30,4,-79.90675999999999,43.6533
1628,2017-02-07,2,12,2,-79.90675999999999,43.6533
1629,2017-02-07,2,12:30,4,-79.90675999999999,43.6533
1630,2017-02-07,2,13,3,-79.90675999999999,43.6533
1631,2017-02-07,2,13:30,4,-79.90675999999999,43.6533
1632,2017-02-07,2,14,2,-79.90675999999999,43.6533
1633,2017-02-07,2,14:30,2,-79.90675999999999,43.6533
1634,2017-02-07,2,15,1,-79.90675999999999,43.6533
1635,2017-02-07,2,15:30,3,-79.90675999999999,43.6533
1636,2017-02-07,2,16,1,-79.90675999999999,43.6533
1637,2017-02-07,2,16:30,1,-79.90675999999999,43.6533
1638,2017-02-07,2,17,3,-79.90675999999999,43.6533
1639,2017-02-07,2,17:30,1,-79.90675999999999,43.6533
1640,2017-02-07,2,8:30,2,-79.90675999999999,43.6533
1641,2017-02-07,2,9,5,-79.90675999999999,43.6533
1642,2017-02-07,2,9:30,1,-79.90675999999999,43.6533
1643,2017-02-08,3,10,2,-79.90675999999999,43.6533
1644,2017-02-08,3,10:30,4,-79.90675999999999,43.6533
1645,2017-02-08,3,11,1,-79.90675999999999,43.6533
1646,2017-02-08,3,11:30,2,-79.90675999999999,43.6533
1647,2017-02-08,3,12,5,-79.90675999999999,43.6533
1648,2017-02-08,3,12:30,1,-79.90675999999999,43.6533
1649,2017-02-08,3,13,3,-79.90675999999999,43.6533
1650,2017-02-08,3,13:30,4,-79.90675999999999,43.6533
1651,2017-02-08,3,14,5,-79.90675999999999,43.6533
1652,2017-02-08,3,15,5,-79.90675999999999,43.6533
1653,2017-02-08,3,15:30,1,-79.90675999999999,43.6533
1654,2017-02-08,3,16,2,-79.90675999999999,43.6533
1655,2017-02-08,3,16:30,3,-79.90675999999999,43.6533
1656,2017-02-08,3,8:30,2,-79.90675999999999,43.6533
1657,2017-02-08,3,9,1,-79.90675999999999,43.6533
1658,2017-02-08,3,9:30,2,-79.90675999999999,43.6533
1659,2017-02-09,4,10,4,-79.90675999999999,43.6533
1660,2017-02-09,4,10:30,1,-79.90675999999999,43.6533
1661,2017-02-09,4,11,5,-79.90675999999999,43.6533
1662,2017-02-09,4,11:30,3,-79.90675999999999,43.6533
1663,2017-02-09,4,12,6,-79.90675999999999,43.6533
1664,2017-02-09,4,12:30,7,-79.90675999999999,43.6533
1665,2017-02-09,4,13,2,-79.90675999999999,43.6533
1666,2017-02-09,4,13:30,2,-79.90675999999999,43.6533
1667,2017-02-09,4,14,7,-79.90675999999999,43.6533
1668,2017-02-09,4,14:30,1,-79.90675999999999,43.6533
1669,2017-02-09,4,15,1,-79.90675999999999,43.6533
1670,2017-02-09,4,15:30,3,-79.90675999999999,43.6533
1671,2017-02-09,4,17,1,-79.90675999999999,43.6533
1672,2017-02-09,4,8:30,1,-79.90675999999999,43.6533
1673,2017-02-09,4,9,1,-79.90675999999999,43.6533
1674,2017-02-09,4,9:30,3,-79.90675999999999,43.6533
1675,2017-02-10,5,10,3,-79.90675999999999,43.6533
1676,2017-02-10,5,10:30,4,-79.90675999999999,43.6533
1677,2017-02-10,5,11,3,-79.90675999999999,43.6533
1678,2017-02-10,5,11:30,3,-79.90675999999999,43.6533
1679,2017-02-10,5,12,9,-79.90675999999999,43.6533
1680,2017-02-10,5,12:30,7,-79.90675999999999,43.6533
1681,2017-02-10,5,13,2,-79.90675999999999,43.6533
1682,2017-02-10,5,13:30,3,-79.90675999999999,43.6533
1683,2017-02-10,5,14,6,-79.90675999999999,43.6533
1684,2017-02-10,5,14:30,6,-79.90675999999999,43.6533
1685,2017-02-10,5,15,5,-79.90675999999999,43.6533
1686,2017-02-10,5,15:30,4,-79.90675999999999,43.6533
1687,2017-02-10,5,16,1,-79.90675999999999,43.6533
1688,2017-02-10,5,16:30,1,-79.90675999999999,43.6533
1689,2017-02-10,5,8:30,2,-79.90675999999999,43.6533
1690,2017-02-10,5,9,3,-79.90675999999999,43.6533
1691,2017-02-10,5,9:30,5,-79.90675999999999,43.6533
1692,2017-02-11,6,10,2,-79.90675999999999,43.6533
1693,2017-02-11,6,10:30,5,-79.90675999999999,43.6533
1694,2017-02-11,6,11,5,-79.90675999999999,43.6533
1695,2017-02-11,6,11:30,7,-79.90675999999999,43.6533
1696,2017-02-11,6,12,3,-79.90675999999999,43.6533
1697,2017-02-11,6,12:30,8,-79.90675999999999,43.6533
1698,2017-02-11,6,13,3,-79.90675999999999,43.6533
1699,2017-02-11,6,13:30,4,-79.90675999999999,43.6533
1700,2017-02-11,6,14,6,-79.90675999999999,43.6533
1701,2017-02-11,6,14:30,5,-79.90675999999999,43.6533
1702,2017-02-11,6,15:30,3,-79.90675999999999,43.6533
1703,2017-02-11,6,16,3,-79.90675999999999,43.6533
1704,2017-02-11,6,16:30,2,-79.90675999999999,43.6533
1705,2017-02-11,6,17,4,-79.90675999999999,43.6533
1706,2017-02-11,6,17:30,2,-79.90675999999999,43.6533
1707,2017-02-11,6,8,1,-79.90675999999999,43.6533
1708,2017-02-11,6,8:30,4,-79.90675999999999,43.6533
1709,2017-02-11,6,9,4,-79.90675999999999,43.6533
1710,2017-02-11,6,9:30,3,-79.90675999999999,43.6533
1711,2017-02-12,0,10,6,-79.90675999999999,43.6533
1712,2017-02-12,0,10:30,5,-79.90675999999999,43.6533
1713,2017-02-12,0,11,9,-79.90675999999999,43.6533
1714,2017-02-12,0,11:30,2,-79.90675999999999,43.6533
1715,2017-02-12,0,12,4,-79.90675999999999,43.6533
1716,2017-02-12,0,12:30,4,-79.90675999999999,43.6533
1717,2017-02-12,0,13,1,-79.90675999999999,43.6533
1718,2017-02-12,0,13:30,4,-79.90675999999999,43.6533
1719,2017-02-12,0,14,2,-79.90675999999999,43.6533
1720,2017-02-12,0,14:30,5,-79.90675999999999,43.6533
1721,2017-02-12,0,15:30,2,-79.90675999999999,43.6533
1722,2017-02-12,0,18:30,2,-79.90675999999999,43.6533
1723,2017-02-12,0,9:30,2,-79.90675999999999,43.6533
1724,2017-02-13,1,10,3,-79.90675999999999,43.6533
1725,2017-02-13,1,10:30,4,-79.90675999999999,43.6533
1726,2017-02-13,1,11,3,-79.90675999999999,43.6533
1727,2017-02-13,1,11:30,7,-79.90675999999999,43.6533
1728,2017-02-13,1,12,5,-79.90675999999999,43.6533
1729,2017-02-13,1,12:30,4,-79.90675999999999,43.6533
1730,2017-02-13,1,13,4,-79.90675999999999,43.6533
1731,2017-02-13,1,13:30,2,-79.90675999999999,43.6533
1732,2017-02-13,1,14,5,-79.90675999999999,43.6533
1733,2017-02-13,1,14:30,3,-79.90675999999999,43.6533
1734,2017-02-13,1,15,5,-79.90675999999999,43.6533
1735,2017-02-13,1,15:30,3,-79.90675999999999,43.6533
1736,2017-02-13,1,16,3,-79.90675999999999,43.6533
1737,2017-02-13,1,17,1,-79.90675999999999,43.6533
1738,2017-02-13,1,17:30,2,-79.90675999999999,43.6533
1739,2017-02-13,1,8:30,1,-79.90675999999999,43.6533
1740,2017-02-13,1,9,1,-79.90675999999999,43.6533
1741,2017-02-13,1,9:30,3,-79.90675999999999,43.6533
1742,2017-02-14,2,10,1,-79.90675999999999,43.6533
1743,2017-02-14,2,10:30,1,-79.90675999999999,43.6533
1744,2017-02-14,2,11,2,-79.90675999999999,43.6533
1745,2017-02-14,2,11:30,4,-79.90675999999999,43.6533
1746,2017-02-14,2,12,3,-79.90675999999999,43.6533
1747,2017-02-14,2,12:30,4,-79.90675999999999,43.6533
1748,2017-02-14,2,13,4,-79.90675999999999,43.6533
1749,2017-02-14,2,13:30,2,-79.90675999999999,43.6533
1750,2017-02-14,2,14,3,-79.90675999999999,43.6533
1751,2017-02-14,2,14:30,4,-79.90675999999999,43.6533
1752,2017-02-14,2,15,4,-79.90675999999999,43.6533
1753,2017-02-14,2,15:30,2,-79.90675999999999,43.6533
1754,2017-02-14,2,16,2,-79.90675999999999,43.6533
1755,2017-02-14,2,16:30,3,-79.90675999999999,43.6533
1756,2017-02-14,2,23,1,-79.90675999999999,43.6533
1757,2017-02-14,2,23:30,1,-79.90675999999999,43.6533
1758,2017-02-14,2,8,1,-79.90675999999999,43.6533
1759,2017-02-14,2,8:30,3,-79.90675999999999,43.6533
1760,2017-02-14,2,9:30,2,-79.90675999999999,43.6533
1761,2017-02-15,3,10,1,-79.90675999999999,43.6533
1762,2017-02-15,3,10:30,2,-79.90675999999999,43.6533
1763,2017-02-15,3,11,4,-79.90675999999999,43.6533
1764,2017-02-15,3,11:30,1,-79.90675999999999,43.6533
1765,2017-02-15,3,12,4,-79.90675999999999,43.6533
1766,2017-02-15,3,12:30,1,-79.90675999999999,43.6533
1767,2017-02-15,3,13,3,-79.90675999999999,43.6533
1768,2017-02-15,3,13:30,1,-79.90675999999999,43.6533
1769,2017-02-15,3,14,3,-79.90675999999999,43.6533
1770,2017-02-15,3,14:30,4,-79.90675999999999,43.6533
1771,2017-02-15,3,15,2,-79.90675999999999,43.6533
1772,2017-02-15,3,15:30,2,-79.90675999999999,43.6533
1773,2017-02-15,3,16:30,1,-79.90675999999999,43.6533
1774,2017-02-15,3,17,1,-79.90675999999999,43.6533
1775,2017-02-15,3,7:30,2,-79.90675999999999,43.6533
1776,2017-02-15,3,8:30,1,-79.90675999999999,43.6533
1777,2017-02-15,3,9:30,2,-79.90675999999999,43.6533
1778,2017-02-16,4,10,3,-79.90675999999999,43.6533
1779,2017-02-16,4,10:30,4,-79.90675999999999,43.6533
1780,2017-02-16,4,11,1,-79.90675999999999,43.6533
1781,2017-02-16,4,11:30,2,-79.90675999999999,43.6533
1782,2017-02-16,4,12,6,-79.90675999999999,43.6533
1783,2017-02-16,4,12:30,6,-79.90675999999999,43.6533
1784,2017-02-16,4,13,1,-79.90675999999999,43.6533
1785,2017-02-16,4,13:30,1,-79.90675999999999,43.6533
1786,2017-02-16,4,14,6,-79.90675999999999,43.6533
1787,2017-02-16,4,14:30,1,-79.90675999999999,43.6533
1788,2017-02-16,4,15,5,-79.90675999999999,43.6533
1789,2017-02-16,4,15:30,4,-79.90675999999999,43.6533
1790,2017-02-16,4,17,1,-79.90675999999999,43.6533
1791,2017-02-16,4,9,2,-79.90675999999999,43.6533
1792,2017-02-16,4,9:30,1,-79.90675999999999,43.6533
1793,2017-02-17,5,10:30,4,-79.90675999999999,43.6533
1794,2017-02-17,5,11,7,-79.90675999999999,43.6533
1795,2017-02-17,5,11:30,7,-79.90675999999999,43.6533
1796,2017-02-17,5,12,1,-79.90675999999999,43.6533
1797,2017-02-17,5,12:30,2,-79.90675999999999,43.6533
1798,2017-02-17,5,13,10,-79.90675999999999,43.6533
1799,2017-02-17,5,13:30,3,-79.90675999999999,43.6533
1800,2017-02-17,5,14,6,-79.90675999999999,43.6533
1801,2017-02-17,5,14:30,6,-79.90675999999999,43.6533
1802,2017-02-17,5,15:30,3,-79.90675999999999,43.6533
1803,2017-02-17,5,16,1,-79.90675999999999,43.6533
1804,2017-02-17,5,16:30,4,-79.90675999999999,43.6533
1805,2017-02-17,5,17,2,-79.90675999999999,43.6533
1806,2017-02-17,5,8,1,-79.90675999999999,43.6533
1807,2017-02-17,5,9,2,-79.90675999999999,43.6533
1808,2017-02-17,5,9:30,4,-79.90675999999999,43.6533
1809,2017-02-18,6,10,3,-79.90675999999999,43.6533
1810,2017-02-18,6,10:30,13,-79.90675999999999,43.6533
1811,2017-02-18,6,11,11,-79.90675999999999,43.6533
1812,2017-02-18,6,11:30,6,-79.90675999999999,43.6533
1813,2017-02-18,6,12,5,-79.90675999999999,43.6533
1814,2017-02-18,6,12:30,5,-79.90675999999999,43.6533
1815,2017-02-18,6,13,4,-79.90675999999999,43.6533
1816,2017-02-18,6,13:30,5,-79.90675999999999,43.6533
1817,2017-02-18,6,14,4,-79.90675999999999,43.6533
1818,2017-02-18,6,14:30,4,-79.90675999999999,43.6533
1819,2017-02-18,6,15,4,-79.90675999999999,43.6533
1820,2017-02-18,6,15:30,4,-79.90675999999999,43.6533
1821,2017-02-18,6,16,6,-79.90675999999999,43.6533
1822,2017-02-18,6,16:30,2,-79.90675999999999,43.6533
1823,2017-02-18,6,17,1,-79.90675999999999,43.6533
1824,2017-02-18,6,8:30,3,-79.90675999999999,43.6533
1825,2017-02-18,6,9,7,-79.90675999999999,43.6533
1826,2017-02-18,6,9:30,6,-79.90675999999999,43.6533
1827,2017-02-19,0,10,2,-79.90675999999999,43.6533
1828,2017-02-19,0,10:30,4,-79.90675999999999,43.6533
1829,2017-02-19,0,11,5,-79.90675999999999,43.6533
